State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Puducherry,Urban,Person,Literate & Upto Primary,38,38,0
Puducherry,Urban,Person,Middle,51,50,1.9
Puducherry,Urban,Person,Not Literate,30.7,30.7,0
Puducherry,Urban,Person,Post Graduate & Above,57.1,52.3,8.4
Puducherry,Urban,Person,Secondary,48.7,46.9,3.7
Puducherry,Urban,Person,Secondary & Above,51.6,46,10.8
Andaman,Rural,Female,All,31.3,20.6,34.2
Andaman,Rural,Female,Diploma/Certificate Course,75.5,29.4,61.1
Andaman,Rural,Female,Graduate,67.6,49.2,27.2
Andaman,Rural,Female,Higher Secondary,36.8,26.5,28
Andaman,Rural,Female,Literate & Upto Primary,21.8,21.8,0
Andaman,Rural,Female,Middle,13.6,13,4.5
Andaman,Rural,Female,Not Literate,7.7,7.7,0
Andaman,Rural,Female,Post Graduate & Above,100,34.9,65.1
Andaman,Rural,Female,Secondary,22.4,18.5,17.6
Andaman,Rural,Female,Secondary & Above,53,28.5,46.2
Andaman,Rural,Male,All,79.4,74.1,6.7
Andaman,Rural,Male,Diploma/Certificate Course,93.2,74,20.7
Andaman,Rural,Male,Graduate,100,73.4,26.6
Andaman,Rural,Male,Higher Secondary,81.2,74.2,8.6
Andaman,Rural,Male,Literate & Upto Primary,79.1,79.1,0
Andaman,Rural,Male,Middle,80.3,79.2,1.3
Andaman,Rural,Male,Not Literate,76.9,76.9,0
Andaman,Rural,Male,Post Graduate & Above,61.1,61.1,0
Andaman,Rural,Male,Secondary,49.9,46.8,6.1
Andaman,Rural,Male,Secondary & Above,79.5,67.4,15.2
Andaman,Rural,Person,All,55,47,14.6
Andaman,Rural,Person,Diploma/Certificate Course,82.3,46.4,43.6
Andaman,Rural,Person,Graduate,87.3,63.9,26.8
Andaman,Rural,Person,Higher Secondary,63.6,55.3,13.1
Andaman,Rural,Person,Literate & Upto Primary,53.5,53.5,0
Andaman,Rural,Person,Middle,49.1,48.2,1.7
Andaman,Rural,Person,Not Literate,30.6,30.6,0
Andaman,Rural,Person,Post Graduate & Above,84.9,45.1,46.9
Andaman,Rural,Person,Secondary,33.5,29.9,10.7
Andaman,Rural,Person,Secondary & Above,65.8,47.4,28
Andaman,Total,Female,All,31.2,20.1,35.7
Andaman,Total,Female,Diploma/Certificate Course,62.9,26.8,57.4
Andaman,Total,Female,Graduate,59.7,38.6,35.3
Andaman,Total,Female,Higher Secondary,32.5,17.5,46
Andaman,Total,Female,Literate & Upto Primary,21.5,21.5,0
Andaman,Total,Female,Middle,13.3,12.9,3
Andaman,Total,Female,Not Literate,10.6,10.6,0
Andaman,Total,Female,Post Graduate & Above,88.1,31.1,64.7
Andaman,Total,Female,Secondary,21.8,19.3,11.8
Andaman,Total,Female,Secondary & Above,48.9,25.5,47.8
Andaman,Total,Male,All,81.2,76.9,5.3
Andaman,Total,Male,Diploma/Certificate Course,89.3,75.9,14.9
Andaman,Total,Male,Graduate,98,78.9,19.5
Andaman,Total,Male,Higher Secondary,82.3,76.1,7.5
Andaman,Total,Male,Literate & Upto Primary,82.5,82.5,0
Andaman,Total,Male,Middle,81.5,80.8,0.9
Andaman,Total,Male,Not Literate,76.6,76.6,0
Andaman,Total,Male,Post Graduate & Above,79,79,0
Andaman,Total,Male,Secondary,61.4,57.4,6.5
Andaman,Total,Male,Secondary & Above,81.2,72.3,11
Andaman,Total,Person,All,56.7,49.1,13.5
Andaman,Total,Person,Diploma/Certificate Course,74.6,48.6,34.9
Andaman,Total,Person,Graduate,79.9,59.9,25.1
Andaman,Total,Person,Higher Secondary,61.7,52,15.8
Andaman,Total,Person,Literate & Upto Primary,56.6,56.6,0
Andaman,Total,Person,Middle,49,48.5,1.1
Andaman,Total,Person,Not Literate,36.9,36.9,0
Andaman,Total,Person,Post Graduate & Above,84.4,50.5,40.2
Andaman,Total,Person,Secondary,41.5,38.2,7.9
Andaman,Total,Person,Secondary & Above,65.2,49.1,24.7
Andaman,Urban,Female,All,31.2,19.3,38.2
Andaman,Urban,Female,Diploma/Certificate Course,40.9,22.3,45.6
Andaman,Urban,Female,Graduate,54.2,31.3,42.3
Andaman,Urban,Female,Higher Secondary,27.1,6.1,77.4
Andaman,Urban,Female,Literate & Upto Primary,21,21,0
Andaman,Urban,Female,Middle,12.7,12.7,0
Andaman,Urban,Female,Not Literate,16.1,16.1,0
Andaman,Urban,Female,Post Graduate & Above,80.7,28.7,64.4
Andaman,Urban,Female,Secondary,20.8,20.8,0
Andaman,Urban,Female,Secondary & Above,43.7,21.8,50.2
Andaman,Urban,Male,All,83.5,80.5,3.5
Andaman,Urban,Male,Diploma/Certificate Course,85.4,77.9,8.8
Andaman,Urban,Male,Graduate,95.4,85.9,10
Andaman,Urban,Male,Higher Secondary,83.8,79,5.8
Andaman,Urban,Male,Literate & Upto Primary,88.1,88.1,0
Andaman,Urban,Male,Middle,83.9,83.9,0
Andaman,Urban,Male,Not Literate,76.4,76.4,0
Andaman,Urban,Male,Post Graduate & Above,89.2,89.2,0
Andaman,Urban,Male,Secondary,70.6,65.8,6.7
Andaman,Urban,Male,Secondary & Above,83,77.3,6.8
Andaman,Urban,Person,All,59.2,52.1,12
Andaman,Urban,Person,Diploma/Certificate Course,64.3,51.4,20
Andaman,Urban,Person,Graduate,72.9,56.1,23.1
Andaman,Urban,Person,Higher Secondary,59.2,47.3,20
Andaman,Urban,Person,Literate & Upto Primary,62.2,62.2,0
Andaman,Urban,Person,Middle,49,49,0
Andaman,Urban,Person,Not Literate,46.4,46.4,0
Andaman,Urban,Person,Post Graduate & Above,84.2,53.7,36.2
Andaman,Urban,Person,Secondary,51.2,48.3,5.7
Andaman,Urban,Person,Secondary & Above,64.4,51,20.8
Andaman,Rural,Female,All,36.7,26.7,27.1
Andaman,Rural,Female,Diploma/Certificate Course,69.3,46.8,32.5
Andaman,Rural,Female,Graduate,97.9,38.4,60.7
Andaman,Rural,Female,Higher Secondary,58.7,42.7,27.3
Andaman,Rural,Female,Literate & Upto Primary,31.6,31.6,0
Andaman,Rural,Female,Middle,22,20.1,8.7
Andaman,Rural,Female,Not Literate,13.2,13.2,0
Andaman,Rural,Female,Post Graduate & Above,100,93.5,6.5
Andaman,Rural,Female,Secondary,22.1,4.9,77.9
Andaman,Rural,Female,Secondary & Above,59.3,34.3,42.1
Andaman,Rural,Male,All,71.8,67.3,6.3
Andaman,Rural,Male,Diploma/Certificate Course,94.1,72.9,22.6
Andaman,Rural,Male,Graduate,92.9,87.1,6.3
Andaman,Rural,Male,Higher Secondary,64.6,41.4,35.9
Andaman,Rural,Male,Literate & Upto Primary,84.8,84.8,0
Andaman,Rural,Male,Middle,68.7,65.6,4.4
Andaman,Rural,Male,Not Literate,52.4,52.4,0
Andaman,Rural,Male,Post Graduate & Above,100,100,0
Andaman,Rural,Male,Secondary,60.8,57.9,4.8
Andaman,Rural,Male,Secondary & Above,72.4,62.7,13.5
Andaman,Rural,Person,All,55.3,48.2,12.8
Andaman,Rural,Person,Diploma/Certificate Course,77.8,55.7,28.4
Andaman,Rural,Person,Graduate,95.4,62.4,34.6
Andaman,Rural,Person,Higher Secondary,61.7,42,31.9
Andaman,Rural,Person,Literate & Upto Primary,59.4,59.4,0
Andaman,Rural,Person,Middle,54,51.3,5
Andaman,Rural,Person,Not Literate,27.9,27.9,0
Andaman,Rural,Person,Post Graduate & Above,100,97.1,2.9
Andaman,Rural,Person,Secondary,46.4,38.1,17.8
Andaman,Rural,Person,Secondary & Above,66.2,49.3,25.6
Andaman,Total,Female,All,35.9,25.9,27.7
Andaman,Total,Female,Diploma/Certificate Course,59.7,40.2,32.7
Andaman,Total,Female,Graduate,84.6,45.8,45.8
Andaman,Total,Female,Higher Secondary,44.3,28.1,36.7
Andaman,Total,Female,Literate & Upto Primary,29.9,29.9,0
Andaman,Total,Female,Middle,22.8,21.9,4.3
Andaman,Total,Female,Not Literate,14.4,14.4,0
Andaman,Total,Female,Post Graduate & Above,76.6,49,36
Andaman,Total,Female,Secondary,17.3,5.6,67.7
Andaman,Total,Female,Secondary & Above,52.3,30.5,41.6
Andaman,Total,Male,All,75.9,71.2,6.3
Andaman,Total,Male,Diploma/Certificate Course,89.2,80.2,10.1
Andaman,Total,Male,Graduate,93.4,79.6,14.8
Andaman,Total,Male,Higher Secondary,62.2,46.9,24.6
Andaman,Total,Male,Literate & Upto Primary,84.7,84.1,0.7
Andaman,Total,Male,Middle,73.5,69.7,5.1
Andaman,Total,Male,Not Literate,62,62,0
Andaman,Total,Male,Post Graduate & Above,96.1,95,1.1
Andaman,Total,Male,Secondary,65,62.4,4
Andaman,Total,Male,Secondary & Above,76.2,67.5,11.4
Andaman,Total,Person,All,57,49.8,12.6
Andaman,Total,Person,Diploma/Certificate Course,73.6,59.1,19.7
Andaman,Total,Person,Graduate,88.9,62.5,29.8
Andaman,Total,Person,Higher Secondary,53.7,38,29.4
Andaman,Total,Person,Literate & Upto Primary,60,59.7,0.5
Andaman,Total,Person,Middle,55.5,52.7,5
Andaman,Total,Person,Not Literate,32.4,32.4,0
Andaman,Total,Person,Post Graduate & Above,85.1,69,18.9
Andaman,Total,Person,Secondary,44.8,38.3,14.4
Andaman,Total,Person,Secondary & Above,64.6,49.6,23.2
Andaman,Urban,Female,All,34.7,24.8,28.6
Andaman,Urban,Female,Diploma/Certificate Course,47.5,31.8,33
Andaman,Urban,Female,Graduate,75.2,51.1,32.1
Andaman,Urban,Female,Higher Secondary,25,8.5,66.2
Andaman,Urban,Female,Literate & Upto Primary,26,26,0
Andaman,Urban,Female,Middle,23.7,23.7,0
Andaman,Urban,Female,Not Literate,17.3,17.3,0
Andaman,Urban,Female,Post Graduate & Above,67.7,32,52.6
Andaman,Urban,Female,Secondary,10.8,6.6,39.1
Andaman,Urban,Female,Secondary & Above,45,26.6,40.9
Andaman,Urban,Male,All,81.9,76.7,6.3
Andaman,Urban,Male,Diploma/Certificate Course,86.8,83.7,3.6
Andaman,Urban,Male,Graduate,93.7,74.3,20.7
Andaman,Urban,Male,Higher Secondary,59.5,53.1,10.7
Andaman,Urban,Male,Literate & Upto Primary,84.5,83.1,1.7
Andaman,Urban,Male,Middle,81.3,76.3,6.1
Andaman,Urban,Male,Not Literate,86.1,86.1,0
Andaman,Urban,Male,Post Graduate & Above,92.9,91,2.1
Andaman,Urban,Male,Secondary,75.3,73.4,2.5
Andaman,Urban,Male,Secondary & Above,80.4,72.9,9.3
Andaman,Urban,Person,All,59.6,52.2,12.4
Andaman,Urban,Person,Diploma/Certificate Course,70.2,61.8,12
Andaman,Urban,Person,Graduate,84.3,62.5,25.9
Andaman,Urban,Person,Higher Secondary,43.9,33,25
Andaman,Urban,Person,Literate & Upto Primary,61.1,60.2,1.4
Andaman,Urban,Person,Middle,57.6,54.7,5.1
Andaman,Urban,Person,Not Literate,43.8,43.8,0
Andaman,Urban,Person,Post Graduate & Above,77,53.8,30.1
Andaman,Urban,Person,Secondary,41.9,38.8,7.4
Andaman,Urban,Person,Secondary & Above,62.9,50,20.5
Telangana,Rural,Female,All,47.6,45.4,4.7
Telangana,Rural,Female,Diploma/Certificate Course,0,0,0
Telangana,Rural,Female,Graduate,31.2,21.8,30.1
Telangana,Rural,Female,Higher Secondary,20.7,12.8,38.2
Telangana,Rural,Female,Literate & Upto Primary,68.3,67.8,0.8
Telangana,Rural,Female,Middle,33.6,32.5,3.3
Telangana,Rural,Female,Not Literate,56.8,56.7,0.1
Telangana,Rural,Female,Post Graduate & Above,55.4,10.6,80.8
Telangana,Rural,Female,Secondary,34,32.1,5.4
Telangana,Rural,Female,Secondary & Above,30.6,23.6,22.7
Telangana,Rural,Male,All,71.9,66.2,7.9
Telangana,Rural,Male,Diploma/Certificate Course,84.3,60.6,28.2
Telangana,Rural,Male,Graduate,87.5,60.7,30.6
Telangana,Rural,Male,Higher Secondary,54.8,52,5.1
Telangana,Rural,Male,Literate & Upto Primary,93,93,0
Telangana,Rural,Male,Middle,74.7,68.9,7.8
Telangana,Rural,Male,Not Literate,66.9,66.8,0.1
Telangana,Rural,Male,Post Graduate & Above,93.8,43.9,53.2
Telangana,Rural,Male,Secondary,71.8,68.5,4.5
Telangana,Rural,Male,Secondary & Above,71.1,60.6,14.8
Telangana,Rural,Person,All,59.4,55.4,6.6
Telangana,Rural,Person,Diploma/Certificate Course,74.9,53.8,28.2
Telangana,Rural,Person,Graduate,66.3,46.1,30.5
Telangana,Rural,Person,Higher Secondary,41.5,36.8,11.5
Telangana,Rural,Person,Literate & Upto Primary,79.9,79.7,0.4
Telangana,Rural,Person,Middle,55.6,51.9,6.6
Telangana,Rural,Person,Not Literate,60.5,60.4,0.1
Telangana,Rural,Person,Post Graduate & Above,78.6,30.7,60.9
Telangana,Rural,Person,Secondary,55.4,52.7,4.8
Telangana,Rural,Person,Secondary & Above,54.8,45.7,16.6
Telangana,Total,Female,All,38.3,35.2,8
Telangana,Total,Female,Diploma/Certificate Course,24.7,19.4,21.5
Telangana,Total,Female,Graduate,34.2,21.5,37.1
Telangana,Total,Female,Higher Secondary,15.4,10.4,32.5
Telangana,Total,Female,Literate & Upto Primary,50.1,49.6,1.1
Telangana,Total,Female,Middle,25.5,24.6,3.4
Telangana,Total,Female,Not Literate,50.3,50.2,0.3
Telangana,Total,Female,Post Graduate & Above,58.6,28.2,51.9
Telangana,Total,Female,Secondary,25.1,23,8.6
Telangana,Total,Female,Secondary & Above,27,19.6,27.6
Telangana,Total,Male,All,72.4,66.4,8.4
Telangana,Total,Male,Diploma/Certificate Course,78.3,51,34.8
Telangana,Total,Male,Graduate,80,59.9,25.1
Telangana,Total,Male,Higher Secondary,55,51.7,6.1
Telangana,Total,Male,Literate & Upto Primary,89.8,89.3,0.5
Telangana,Total,Male,Middle,72.7,69,5
Telangana,Total,Male,Not Literate,69,68.4,0.9
Telangana,Total,Male,Post Graduate & Above,90.8,69.5,23.4
Telangana,Total,Male,Secondary,72.2,69,4.5
Telangana,Total,Male,Secondary & Above,71.5,61.7,13.7
Telangana,Total,Person,All,55.1,50.6,8.3
Telangana,Total,Person,Diploma/Certificate Course,70.4,46.4,34.1
Telangana,Total,Person,Graduate,62,44.8,27.7
Telangana,Total,Person,Higher Secondary,38,34,10.7
Telangana,Total,Person,Literate & Upto Primary,68.7,68.2,0.8
Telangana,Total,Person,Middle,49.4,47.1,4.6
Telangana,Total,Person,Not Literate,57.1,56.8,0.6
Telangana,Total,Person,Post Graduate & Above,78.8,54.2,31.3
Telangana,Total,Person,Secondary,51.3,48.5,5.4
Telangana,Total,Person,Secondary & Above,53,44.2,16.7
Telangana,Urban,Female,All,24.6,20.4,17.3
Telangana,Urban,Female,Diploma/Certificate Course,32.1,25.2,21.5
Telangana,Urban,Female,Graduate,36,21.4,40.7
Telangana,Urban,Female,Higher Secondary,10.6,8.2,22.3
Telangana,Urban,Female,Literate & Upto Primary,23.6,23,2.6
Telangana,Urban,Female,Middle,18.6,18,3.6
Telangana,Urban,Female,Not Literate,30.5,30.1,1.4
Telangana,Urban,Female,Post Graduate & Above,59.9,35.4,40.8
Telangana,Urban,Female,Secondary,14.8,12.3,16.9
Telangana,Urban,Female,Secondary & Above,24,16,33
Telangana,Urban,Male,All,73.2,66.6,9
Telangana,Urban,Male,Diploma/Certificate Course,75.5,46.6,38.3
Telangana,Urban,Male,Graduate,75.1,59.4,20.9
Telangana,Urban,Male,Higher Secondary,55.3,51.2,7.4
Telangana,Urban,Male,Literate & Upto Primary,85,83.8,1.5
Telangana,Urban,Male,Middle,70.5,69.2,1.9
Telangana,Urban,Male,Not Literate,76.2,73.7,3.2
Telangana,Urban,Male,Post Graduate & Above,89.7,78.5,12.4
Telangana,Urban,Male,Secondary,72.8,69.5,4.5
Telangana,Urban,Male,Secondary & Above,71.9,62.8,12.7
Telangana,Urban,Person,All,49.3,43.8,11
Telangana,Urban,Person,Diploma/Certificate Course,68.5,43.2,37
Telangana,Urban,Person,Graduate,59.3,44.1,25.7
Telangana,Urban,Person,Higher Secondary,34.1,30.8,9.6
Telangana,Urban,Person,Literate & Upto Primary,52,51.1,1.7
Telangana,Urban,Person,Middle,43.5,42.5,2.3
Telangana,Urban,Person,Not Literate,46.3,45.2,2.4
Telangana,Urban,Person,Post Graduate & Above,78.9,63,20.2
Telangana,Urban,Person,Secondary,46.2,43.3,6.4
Telangana,Urban,Person,Secondary & Above,51.4,42.8,16.8
Telangana,Rural,Female,All,53.6,51.6,3.7
Telangana,Rural,Female,Diploma/Certificate Course,0,0,0
Telangana,Rural,Female,Graduate,33.4,12.5,62.4
Telangana,Rural,Female,Higher Secondary,40.7,39.2,3.7
Telangana,Rural,Female,Literate & Upto Primary,71.6,69.5,3
Telangana,Rural,Female,Middle,46.2,46.2,0.2
Telangana,Rural,Female,Not Literate,61.9,61.9,0.1
Telangana,Rural,Female,Post Graduate & Above,17.2,13.2,23.1
Telangana,Rural,Female,Secondary,45.1,44.2,2.1
Telangana,Rural,Female,Secondary & Above,39.5,33.8,14.2
Telangana,Rural,Male,All,76.6,71.7,6.3
Telangana,Rural,Male,Diploma/Certificate Course,96.1,91.1,5.3
Telangana,Rural,Male,Graduate,79.1,55.9,29.4
Telangana,Rural,Male,Higher Secondary,56.7,50.2,11.5
Telangana,Rural,Male,Literate & Upto Primary,95.7,95.5,0.2
Telangana,Rural,Male,Middle,86,83,3.6
Telangana,Rural,Male,Not Literate,76.4,76.4,0
Telangana,Rural,Male,Post Graduate & Above,98.6,63.6,35.4
Telangana,Rural,Male,Secondary,77.3,74,4.2
Telangana,Rural,Male,Secondary & Above,72.3,63.1,12.6
Telangana,Rural,Person,All,64.7,61.3,5.2
Telangana,Rural,Person,Diploma/Certificate Course,96.1,91.1,5.3
Telangana,Rural,Person,Graduate,58.5,36.4,37.9
Telangana,Rural,Person,Higher Secondary,50,45.6,8.9
Telangana,Rural,Person,Literate & Upto Primary,82.2,80.9,1.6
Telangana,Rural,Person,Middle,65.3,63.8,2.3
Telangana,Rural,Person,Not Literate,67.6,67.6,0
Telangana,Rural,Person,Post Graduate & Above,53.1,35.5,33.2
Telangana,Rural,Person,Secondary,64.9,62.5,3.7
Telangana,Rural,Person,Secondary & Above,58.7,51,13.1
Telangana,Total,Female,All,44.3,41.8,5.8
Telangana,Total,Female,Diploma/Certificate Course,53.8,23.8,55.8
Telangana,Total,Female,Graduate,33.9,20.1,40.6
Telangana,Total,Female,Higher Secondary,30.2,27.6,8.8
Telangana,Total,Female,Literate & Upto Primary,56.4,54.9,2.7
Telangana,Total,Female,Middle,37.7,36.4,3.5
Telangana,Total,Female,Not Literate,54.7,54.6,0.1
Telangana,Total,Female,Post Graduate & Above,30.9,19.9,35.7
Telangana,Total,Female,Secondary,35.9,35.1,2.3
Telangana,Total,Female,Secondary & Above,33.4,27.6,17.2
Telangana,Total,Male,All,75.7,69.9,7.6
Telangana,Total,Male,Diploma/Certificate Course,87.1,78.9,9.4
Telangana,Total,Male,Graduate,82.5,63.7,22.7
Telangana,Total,Male,Higher Secondary,57.6,51.8,10.1
Telangana,Total,Male,Literate & Upto Primary,90.5,90.4,0.1
Telangana,Total,Male,Middle,83.3,80.5,3.4
Telangana,Total,Male,Not Literate,75.7,75.5,0.3
Telangana,Total,Male,Post Graduate & Above,91.3,71.5,21.7
Telangana,Total,Male,Secondary,72.5,68.8,5.1
Telangana,Total,Male,Secondary & Above,72.7,63.3,12.9
Telangana,Total,Person,All,59.9,55.7,7
Telangana,Total,Person,Diploma/Certificate Course,83.3,72.6,12.8
Telangana,Total,Person,Graduate,61.8,45.2,26.9
Telangana,Total,Person,Higher Secondary,46.1,41.6,9.7
Telangana,Total,Person,Literate & Upto Primary,72,71.1,1.2
Telangana,Total,Person,Middle,59.4,57.3,3.4
Telangana,Total,Person,Not Literate,62.6,62.5,0.2
Telangana,Total,Person,Post Graduate & Above,65.2,49.2,24.6
Telangana,Total,Person,Secondary,57.8,55.3,4.4
Telangana,Total,Person,Secondary & Above,56.5,48.6,14
Telangana,Urban,Female,All,29.2,25.7,12
Telangana,Urban,Female,Diploma/Certificate Course,53.8,23.8,55.8
Telangana,Urban,Female,Graduate,34.3,25.7,25
Telangana,Urban,Female,Higher Secondary,18,14,22.4
Telangana,Urban,Female,Literate & Upto Primary,33.8,33.2,1.7
Telangana,Urban,Female,Middle,25.5,22.4,12.2
Telangana,Urban,Female,Not Literate,33.2,33.2,0
Telangana,Urban,Female,Post Graduate & Above,38,23.3,38.6
Telangana,Urban,Female,Secondary,23.4,22.8,2.9
Telangana,Urban,Female,Secondary & Above,27.2,21.4,21.5
Telangana,Urban,Male,All,74.5,67.4,9.6
Telangana,Urban,Male,Diploma/Certificate Course,84.9,76,10.5
Telangana,Urban,Male,Graduate,84.6,68.6,18.9
Telangana,Urban,Male,Higher Secondary,58.6,53.7,8.4
Telangana,Urban,Male,Literate & Upto Primary,84,84,0
Telangana,Urban,Male,Middle,79.2,76.8,3
Telangana,Urban,Male,Not Literate,73,72,1.3
Telangana,Urban,Male,Post Graduate & Above,89.4,73.5,17.8
Telangana,Urban,Male,Secondary,64.8,60.4,6.8
Telangana,Urban,Male,Secondary & Above,73.1,63.5,13.2
Telangana,Urban,Person,All,52.7,47.3,10.2
Telangana,Urban,Person,Diploma/Certificate Course,80.6,68.7,14.7
Telangana,Urban,Person,Graduate,64,51.1,20.2
Telangana,Urban,Person,Higher Secondary,41.4,36.9,10.9
Telangana,Urban,Person,Literate & Upto Primary,58.1,57.8,0.5
Telangana,Urban,Person,Middle,50.8,48,5.5
Telangana,Urban,Person,Not Literate,46.5,46.1,0.7
Telangana,Urban,Person,Post Graduate & Above,69.5,54.1,22.2
Telangana,Urban,Person,Secondary,47,44.2,6
Telangana,Urban,Person,Secondary & Above,54.4,46.3,14.9
Ladakh,Rural,Female,All,37.6,35.3,6.2
Ladakh,Rural,Female,Diploma/Certificate Course,79.9,63,21.2
Ladakh,Rural,Female,Graduate,41.1,27.7,32.6
Ladakh,Rural,Female,Higher Secondary,18.1,15.9,12.1
Ladakh,Rural,Female,Literate & Upto Primary,48.7,47.9,1.6
Ladakh,Rural,Female,Middle,33.6,33.3,0.9
Ladakh,Rural,Female,Not Literate,41.7,41.7,0
Ladakh,Rural,Female,Post Graduate & Above,84.5,41.8,50.5
Ladakh,Rural,Female,Secondary,22.6,22.4,0.7
Ladakh,Rural,Female,Secondary & Above,31,23.5,24.2
Ladakh,Rural,Male,All,78,75.7,2.9
Ladakh,Rural,Male,Diploma/Certificate Course,92,83,9.8
Ladakh,Rural,Male,Graduate,81.9,72.5,11.5
Ladakh,Rural,Male,Higher Secondary,72.8,68.2,6.3
Ladakh,Rural,Male,Literate & Upto Primary,91.7,91.7,0
Ladakh,Rural,Male,Middle,79.3,78.8,0.7
Ladakh,Rural,Male,Not Literate,74.7,74.7,0
Ladakh,Rural,Male,Post Graduate & Above,93.3,78.6,15.7
Ladakh,Rural,Male,Secondary,66.8,66.2,0.9
Ladakh,Rural,Male,Secondary & Above,74.6,69.6,6.7
Ladakh,Rural,Person,All,58.3,56,4
Ladakh,Rural,Person,Diploma/Certificate Course,90,79.8,11.4
Ladakh,Rural,Person,Graduate,66.8,55.9,16.3
Ladakh,Rural,Person,Higher Secondary,49.4,45.8,7.2
Ladakh,Rural,Person,Literate & Upto Primary,70.3,69.9,0.5
Ladakh,Rural,Person,Middle,60.5,60.1,0.7
Ladakh,Rural,Person,Not Literate,51.5,51.5,0
Ladakh,Rural,Person,Post Graduate & Above,90,65,27.8
Ladakh,Rural,Person,Secondary,49.8,49.4,0.9
Ladakh,Rural,Person,Secondary & Above,57.6,51.7,10.3
Ladakh,Total,Female,All,33.8,30.8,8.9
Ladakh,Total,Female,Diploma/Certificate Course,60.9,38.3,37
Ladakh,Total,Female,Graduate,39.8,25.3,36.5
Ladakh,Total,Female,Higher Secondary,17.3,15.2,11.8
Ladakh,Total,Female,Literate & Upto Primary,43.8,43.2,1.5
Ladakh,Total,Female,Middle,29.3,29,1
Ladakh,Total,Female,Not Literate,36.9,36.9,0
Ladakh,Total,Female,Post Graduate & Above,79.2,40.2,49.2
Ladakh,Total,Female,Secondary,19.1,18.7,2.1
Ladakh,Total,Female,Secondary & Above,30.6,21.8,28.6
Ladakh,Total,Male,All,76.6,74,3.5
Ladakh,Total,Male,Diploma/Certificate Course,89.6,82.5,7.9
Ladakh,Total,Male,Graduate,78.1,68.6,12.1
Ladakh,Total,Male,Higher Secondary,70.7,66.3,6.3
Ladakh,Total,Male,Literate & Upto Primary,91.4,91.3,0
Ladakh,Total,Male,Middle,78.5,77.6,1.2
Ladakh,Total,Male,Not Literate,74,73.9,0.1
Ladakh,Total,Male,Post Graduate & Above,89.4,75.8,15.2
Ladakh,Total,Male,Secondary,65.9,65.1,1.2
Ladakh,Total,Male,Secondary & Above,72.9,67.8,7
Ladakh,Total,Person,All,55.8,52.9,5.1
Ladakh,Total,Person,Diploma/Certificate Course,84.1,74.1,11.9
Ladakh,Total,Person,Graduate,63.5,52.1,17.9
Ladakh,Total,Person,Higher Secondary,47.9,44.5,7.1
Ladakh,Total,Person,Literate & Upto Primary,68.2,67.8,0.5
Ladakh,Total,Person,Middle,57.8,57.2,1.1
Ladakh,Total,Person,Not Literate,47.9,47.8,0.1
Ladakh,Total,Person,Post Graduate & Above,85,60.4,28.9
Ladakh,Total,Person,Secondary,47.6,46.9,1.4
Ladakh,Total,Person,Secondary & Above,55.9,49.3,11.8
Ladakh,Urban,Female,All,20.5,15,27
Ladakh,Urban,Female,Diploma/Certificate Course,32.9,2.1,93.6
Ladakh,Urban,Female,Graduate,38,22,42.2
Ladakh,Urban,Female,Higher Secondary,15.1,13.5,11
Ladakh,Urban,Female,Literate & Upto Primary,14.7,14.7,0
Ladakh,Urban,Female,Middle,11.6,11.4,1.7
Ladakh,Urban,Female,Not Literate,11.2,11.2,0
Ladakh,Urban,Female,Post Graduate & Above,72.8,38.4,47.3
Ladakh,Urban,Female,Secondary,8.9,7.8,12.6
Ladakh,Urban,Female,Secondary & Above,29.7,18.4,38.1
Ladakh,Urban,Male,All,71.9,67.9,5.6
Ladakh,Urban,Male,Diploma/Certificate Course,82.8,81.2,2
Ladakh,Urban,Male,Graduate,72.4,62.9,13.1
Ladakh,Urban,Male,Higher Secondary,65.7,61.7,6.1
Ladakh,Urban,Male,Literate & Upto Primary,89.7,89.5,0.2
Ladakh,Urban,Male,Middle,74.6,71.6,4
Ladakh,Urban,Male,Not Literate,70,69.6,0.5
Ladakh,Urban,Male,Post Graduate & Above,79.6,68.7,13.7
Ladakh,Urban,Male,Secondary,62.9,61.4,2.5
Ladakh,Urban,Male,Secondary & Above,68.7,63.1,8
Ladakh,Urban,Person,All,47,42.3,10.1
Ladakh,Urban,Person,Diploma/Certificate Course,69.5,60,13.6
Ladakh,Urban,Person,Graduate,58.9,46.8,20.5
Ladakh,Urban,Person,Higher Secondary,44.4,41.4,6.8
Ladakh,Urban,Person,Literate & Upto Primary,57.4,57.3,0.2
Ladakh,Urban,Person,Middle,45.4,43.7,3.7
Ladakh,Urban,Person,Not Literate,29,28.8,0.4
Ladakh,Urban,Person,Post Graduate & Above,75.8,52,31.5
Ladakh,Urban,Person,Secondary,40.1,38.7,3.5
Ladakh,Urban,Person,Secondary & Above,51.9,43.8,15.5
Ladakh,Rural,Female,All,52.4,52.4,0
Ladakh,Rural,Female,Diploma/Certificate Course,0,0,0
Ladakh,Rural,Female,Graduate,32.6,32.6,0
