State,Residence_Type,Gender,Attendance type,Level of education,Attendance ratio (%)
Tamil Nadu,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.4
Tamil Nadu,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.6
Tamil Nadu,Total,Male,Gross Attendance Ratio,Primary Level,99.3
Tamil Nadu,Total,Male,Net Attendance Ratio,Primary Level,88.1
Tamil Nadu,Total,Male,Gross Attendance Ratio,Secondary Level,88.0
Tamil Nadu,Total,Male,Net Attendance Ratio,Secondary Level,65.5
Tamil Nadu,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,99.7
Tamil Nadu,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,81.0
Tamil Nadu,Total,Person,Gross Attendance Ratio,Higher Secondary Level,91.9
Tamil Nadu,Total,Person,Net Attendance Ratio,Higher Secondary Level,61.8
Tamil Nadu,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,35.4
Tamil Nadu,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,30.4
Tamil Nadu,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,100.4
Tamil Nadu,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.3
Tamil Nadu,Total,Person,Gross Attendance Ratio,Primary Level,103.2
Tamil Nadu,Total,Person,Net Attendance Ratio,Primary Level,89.5
Tamil Nadu,Total,Person,Gross Attendance Ratio,Secondary Level,89.8
Tamil Nadu,Total,Person,Net Attendance Ratio,Secondary Level,66.7
Tamil Nadu,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,96.4
Tamil Nadu,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,81.3
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,105.2
Tamil Nadu,Urban,Female,Net Attendance Ratio,Higher Secondary Level,67.6
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,31.9
Tamil Nadu,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,28.3
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,108.6
Tamil Nadu,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,94.9
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Primary Level,121.5
Tamil Nadu,Urban,Female,Net Attendance Ratio,Primary Level,95.6
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Secondary Level,83.1
Tamil Nadu,Urban,Female,Net Attendance Ratio,Secondary Level,66.6
Tamil Nadu,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,93.8
Tamil Nadu,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,89.7
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,90.1
Tamil Nadu,Urban,Male,Net Attendance Ratio,Higher Secondary Level,55.9
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,47.3
Tamil Nadu,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,41.5
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.6
Tamil Nadu,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.6
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Primary Level,99.7
Tamil Nadu,Urban,Male,Net Attendance Ratio,Primary Level,87.5
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Secondary Level,85.9
Tamil Nadu,Urban,Male,Net Attendance Ratio,Secondary Level,62.6
Tamil Nadu,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,104.6
Tamil Nadu,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,81.0
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,97.2
Tamil Nadu,Urban,Person,Net Attendance Ratio,Higher Secondary Level,61.5
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,38.5
Tamil Nadu,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,34.0
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.5
Tamil Nadu,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,94.1
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Primary Level,108.1
Tamil Nadu,Urban,Person,Net Attendance Ratio,Primary Level,90.6
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Secondary Level,84.6
Tamil Nadu,Urban,Person,Net Attendance Ratio,Secondary Level,64.4
Tamil Nadu,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,99.6
Tamil Nadu,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,85.0
Telangana,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,86.4
Telangana,Rural,Female,Net Attendance Ratio,Higher Secondary Level,66.6
Telangana,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,16.1
Telangana,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,13.7
Telangana,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,95.3
Telangana,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,87.5
Telangana,Rural,Female,Gross Attendance Ratio,Primary Level,97.7
Telangana,Rural,Female,Net Attendance Ratio,Primary Level,81.5
Telangana,Rural,Female,Gross Attendance Ratio,Secondary Level,120.2
Telangana,Rural,Female,Net Attendance Ratio,Secondary Level,77.6
Telangana,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,92.0
Telangana,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,70.7
Telangana,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,90.8
Telangana,Rural,Male,Net Attendance Ratio,Higher Secondary Level,50.9
Telangana,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,28.6
Telangana,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,24.6
Telangana,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.1
Telangana,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.8
Telangana,Rural,Male,Gross Attendance Ratio,Primary Level,93.2
Telangana,Rural,Male,Net Attendance Ratio,Primary Level,81.3
Telangana,Rural,Male,Gross Attendance Ratio,Secondary Level,103.4
Telangana,Rural,Male,Net Attendance Ratio,Secondary Level,77.3
Telangana,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,107.8
Telangana,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,82.9
Telangana,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,88.5
Telangana,Rural,Person,Net Attendance Ratio,Higher Secondary Level,59.2
Telangana,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,22.2
Telangana,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,19.0
Telangana,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.3
Telangana,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,89.8
Telangana,Rural,Person,Gross Attendance Ratio,Primary Level,95.3
Telangana,Rural,Person,Net Attendance Ratio,Primary Level,81.4
Telangana,Rural,Person,Gross Attendance Ratio,Secondary Level,109.4
Telangana,Rural,Person,Net Attendance Ratio,Secondary Level,77.4
Telangana,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,100.1
Telangana,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,77.0
Telangana,Total,Female,Gross Attendance Ratio,Higher Secondary Level,91.9
Telangana,Total,Female,Net Attendance Ratio,Higher Secondary Level,70.2
Telangana,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,24.1
Telangana,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,20.2
Telangana,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,96.5
Telangana,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.0
Telangana,Total,Female,Gross Attendance Ratio,Primary Level,90.0
Telangana,Total,Female,Net Attendance Ratio,Primary Level,79.2
Telangana,Total,Female,Gross Attendance Ratio,Secondary Level,112.3
Telangana,Total,Female,Net Attendance Ratio,Secondary Level,77.5
Telangana,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,108.3
Telangana,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,70.8
Telangana,Total,Male,Gross Attendance Ratio,Higher Secondary Level,99.9
Telangana,Total,Male,Net Attendance Ratio,Higher Secondary Level,78.3
Telangana,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,33.5
Telangana,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,29.9
Telangana,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.8
Telangana,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.8
Telangana,Total,Male,Gross Attendance Ratio,Primary Level,95.2
Telangana,Total,Male,Net Attendance Ratio,Primary Level,84.7
Telangana,Total,Male,Gross Attendance Ratio,Secondary Level,106.8
Telangana,Total,Male,Net Attendance Ratio,Secondary Level,76.4
Telangana,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,104.4
Telangana,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,79.7
Telangana,Total,Person,Gross Attendance Ratio,Higher Secondary Level,96.8
Telangana,Total,Person,Net Attendance Ratio,Higher Secondary Level,75.2
Telangana,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,28.9
Telangana,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,25.2
Telangana,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.7
Telangana,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.0
Telangana,Total,Person,Gross Attendance Ratio,Primary Level,92.8
Telangana,Total,Person,Net Attendance Ratio,Primary Level,82.2
Telangana,Total,Person,Gross Attendance Ratio,Secondary Level,109.0
Telangana,Total,Person,Net Attendance Ratio,Secondary Level,76.8
Telangana,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,106.1
Telangana,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,75.8
Telangana,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,98.9
Telangana,Urban,Female,Net Attendance Ratio,Higher Secondary Level,74.7
Telangana,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,34.8
Telangana,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,29.0
Telangana,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.1
Telangana,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.3
Telangana,Urban,Female,Gross Attendance Ratio,Primary Level,81.8
Telangana,Urban,Female,Net Attendance Ratio,Primary Level,76.9
Telangana,Urban,Female,Gross Attendance Ratio,Secondary Level,103.1
Telangana,Urban,Female,Net Attendance Ratio,Secondary Level,77.3
Telangana,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,146.2
Telangana,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,71.2
Telangana,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,104.1
Telangana,Urban,Male,Net Attendance Ratio,Higher Secondary Level,91.0
Telangana,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,39.1
Telangana,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,36.0
Telangana,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.4
Telangana,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.8
Telangana,Urban,Male,Gross Attendance Ratio,Primary Level,97.4
Telangana,Urban,Male,Net Attendance Ratio,Primary Level,88.4
Telangana,Urban,Male,Gross Attendance Ratio,Secondary Level,112.6
Telangana,Urban,Male,Net Attendance Ratio,Secondary Level,74.7
Telangana,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,100.1
Telangana,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,75.5
Telangana,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,102.6
Telangana,Urban,Person,Net Attendance Ratio,Higher Secondary Level,86.3
Telangana,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,37.1
Telangana,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,32.7
Telangana,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.3
Telangana,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.4
Telangana,Urban,Person,Gross Attendance Ratio,Primary Level,90.1
Telangana,Urban,Person,Net Attendance Ratio,Primary Level,83.0
Telangana,Urban,Person,Gross Attendance Ratio,Secondary Level,108.3
Telangana,Urban,Person,Net Attendance Ratio,Secondary Level,75.9
Telangana,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,115.8
Telangana,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,74.0
Ladakh,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,78.7
Ladakh,Rural,Female,Net Attendance Ratio,Higher Secondary Level,50.9
Ladakh,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,26.4
Ladakh,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,24.9
Ladakh,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.2
Ladakh,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.7
Ladakh,Rural,Female,Gross Attendance Ratio,Primary Level,95.8
Ladakh,Rural,Female,Net Attendance Ratio,Primary Level,84.9
Ladakh,Rural,Female,Gross Attendance Ratio,Secondary Level,112.5
Ladakh,Rural,Female,Net Attendance Ratio,Secondary Level,67.0
Ladakh,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,106.1
Ladakh,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,81.8
Ladakh,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,69.8
Ladakh,Rural,Male,Net Attendance Ratio,Higher Secondary Level,44.7
Ladakh,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,33.7
Ladakh,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,30.5
Ladakh,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.7
Ladakh,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.8
Ladakh,Rural,Male,Gross Attendance Ratio,Primary Level,105.6
Ladakh,Rural,Male,Net Attendance Ratio,Primary Level,90.5
Ladakh,Rural,Male,Gross Attendance Ratio,Secondary Level,120.6
Ladakh,Rural,Male,Net Attendance Ratio,Secondary Level,72.9
Ladakh,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,93.7
Ladakh,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,76.9
Ladakh,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,73.9
Ladakh,Rural,Person,Net Attendance Ratio,Higher Secondary Level,47.6
Ladakh,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,30.1
Ladakh,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,27.7
Ladakh,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,100.7
Ladakh,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.9
Ladakh,Rural,Person,Gross Attendance Ratio,Primary Level,101.4
Ladakh,Rural,Person,Net Attendance Ratio,Primary Level,88.1
Ladakh,Rural,Person,Gross Attendance Ratio,Secondary Level,117.1
Ladakh,Rural,Person,Net Attendance Ratio,Secondary Level,70.4
Ladakh,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,99.1
Ladakh,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,79.0
Ladakh,Total,Female,Gross Attendance Ratio,Higher Secondary Level,81.2
Ladakh,Total,Female,Net Attendance Ratio,Higher Secondary Level,49.5
Ladakh,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,31.1
Ladakh,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,27.5
Ladakh,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.0
Ladakh,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.1
Ladakh,Total,Female,Gross Attendance Ratio,Primary Level,96.9
Ladakh,Total,Female,Net Attendance Ratio,Primary Level,85.2
Ladakh,Total,Female,Gross Attendance Ratio,Secondary Level,110.2
Ladakh,Total,Female,Net Attendance Ratio,Secondary Level,67.0
Ladakh,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,103.1
Ladakh,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,81.4
Ladakh,Total,Male,Gross Attendance Ratio,Higher Secondary Level,73.6
Ladakh,Total,Male,Net Attendance Ratio,Higher Secondary Level,43.3
Ladakh,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,34.9
Ladakh,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,31.3
Ladakh,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.1
Ladakh,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.2
Ladakh,Total,Male,Gross Attendance Ratio,Primary Level,105.6
Ladakh,Total,Male,Net Attendance Ratio,Primary Level,90.2
Ladakh,Total,Male,Gross Attendance Ratio,Secondary Level,119.9
Ladakh,Total,Male,Net Attendance Ratio,Secondary Level,71.5
Ladakh,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,92.2
Ladakh,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,76.2
Ladakh,Total,Person,Gross Attendance Ratio,Higher Secondary Level,77.0
Ladakh,Total,Person,Net Attendance Ratio,Higher Secondary Level,46.1
Ladakh,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,33.1
Ladakh,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,29.5
Ladakh,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,100.2
Ladakh,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.3
Ladakh,Total,Person,Gross Attendance Ratio,Primary Level,101.9
Ladakh,Total,Person,Net Attendance Ratio,Primary Level,88.1
Ladakh,Total,Person,Gross Attendance Ratio,Secondary Level,115.7
Ladakh,Total,Person,Net Attendance Ratio,Secondary Level,69.6
Ladakh,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,96.9
Ladakh,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,78.4
Ladakh,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,95.5
Ladakh,Urban,Female,Net Attendance Ratio,Higher Secondary Level,42.1
Ladakh,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,50.8
Ladakh,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,38.5
Ladakh,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.0
Ladakh,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,88.0
Ladakh,Urban,Female,Gross Attendance Ratio,Primary Level,101.7
Ladakh,Urban,Female,Net Attendance Ratio,Primary Level,86.8
Ladakh,Urban,Female,Gross Attendance Ratio,Secondary Level,101.9
Ladakh,Urban,Female,Net Attendance Ratio,Secondary Level,67.2
Ladakh,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,91.7
Ladakh,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,79.8
Ladakh,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,87.1
Ladakh,Urban,Male,Net Attendance Ratio,Higher Secondary Level,38.1
Ladakh,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,38.5
Ladakh,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,33.7
Ladakh,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,98.6
Ladakh,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.1
Ladakh,Urban,Male,Gross Attendance Ratio,Primary Level,105.5
Ladakh,Urban,Male,Net Attendance Ratio,Primary Level,88.7
Ladakh,Urban,Male,Gross Attendance Ratio,Secondary Level,117.3
Ladakh,Urban,Male,Net Attendance Ratio,Secondary Level,65.8
Ladakh,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,87.2
Ladakh,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,73.7
Ladakh,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,90.1
Ladakh,Urban,Person,Net Attendance Ratio,Higher Secondary Level,39.6
