State,Residence_Type,Gender,Course type,Institution type,Distribution of students by institution type and course type (%),Sample number of students under survey by institution type and course type
Telangana,Urban,Male,Graduate and above level including diploma,Private Unaided,10.8,1161.0
Telangana,Urban,Male,Pre-Primary,Government,0.2,1161.0
Telangana,Urban,Male,Pre-Primary,Private aided,0.1,1161.0
Telangana,Urban,Male,Pre-Primary,Private Unaided,4.5,1161.0
Telangana,Urban,Male,Primary,Government,3.4,1161.0
Telangana,Urban,Male,Primary,Private aided,2.4,1161.0
Telangana,Urban,Male,Primary,Private Unaided,26.3,1161.0
Telangana,Urban,Male,Secondary and Higher Secondary,Government,3.5,1161.0
Telangana,Urban,Male,Secondary and Higher Secondary,Private aided,1.4,1161.0
Telangana,Urban,Male,Secondary and Higher Secondary,Private Unaided,25.3,1161.0
Telangana,Urban,Male,Upper Primary,Government,1.4,1161.0
Telangana,Urban,Male,Upper Primary,Private aided,0.9,1161.0
Telangana,Urban,Male,Upper Primary,Private Unaided,16.9,1161.0
Telangana,Urban,Persons,Diploma/Certificate below graduate level,Government,0.3,2036.0
Telangana,Urban,Persons,Diploma/Certificate below graduate level,Private aided,0.0,2036.0
Telangana,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.5,2036.0
Telangana,Urban,Persons,Graduate and above level including diploma,Government,1.1,2036.0
Telangana,Urban,Persons,Graduate and above level including diploma,Private aided,0.5,2036.0
Telangana,Urban,Persons,Graduate and above level including diploma,Private Unaided,11.8,2036.0
Telangana,Urban,Persons,Pre-Primary,Government,0.1,2036.0
Telangana,Urban,Persons,Pre-Primary,Private aided,0.1,2036.0
Telangana,Urban,Persons,Pre-Primary,Private Unaided,5.6,2036.0
Telangana,Urban,Persons,Primary,Government,3.7,2036.0
Telangana,Urban,Persons,Primary,Private aided,1.8,2036.0
Telangana,Urban,Persons,Primary,Private Unaided,27.4,2036.0
Telangana,Urban,Persons,Secondary and Higher Secondary,Government,3.7,2036.0
Telangana,Urban,Persons,Secondary and Higher Secondary,Private aided,1.2,2036.0
Telangana,Urban,Persons,Secondary and Higher Secondary,Private Unaided,22.4,2036.0
Telangana,Urban,Persons,Upper Primary,Government,2.0,2036.0
Telangana,Urban,Persons,Upper Primary,Private aided,1.6,2036.0
Telangana,Urban,Persons,Upper Primary,Private Unaided,16.2,2036.0
Ladakh,Rural,Female,Diploma/Certificate below graduate level,Government,1.3,26.9426947122
Ladakh,Rural,Female,Diploma/Certificate below graduate level,Private aided,0.0,26.9426947122
Ladakh,Rural,Female,Diploma/Certificate below graduate level,Private Unaided,0.2,26.9426947122
Ladakh,Rural,Female,Graduate and above level including diploma,Government,11.7,26.9426947122
Ladakh,Rural,Female,Graduate and above level including diploma,Private aided,0.1,26.9426947122
Ladakh,Rural,Female,Graduate and above level including diploma,Private Unaided,0.7,26.9426947122
Ladakh,Rural,Female,Pre-Primary,Government,1.6,26.9426947122
Ladakh,Rural,Female,Pre-Primary,Private aided,0.9,26.9426947122
Ladakh,Rural,Female,Pre-Primary,Private Unaided,2.3,26.9426947122
Ladakh,Rural,Female,Primary,Government,22.9,26.9426947122
Ladakh,Rural,Female,Primary,Private aided,3.2,26.9426947122
Ladakh,Rural,Female,Primary,Private Unaided,9.4,26.9426947122
Ladakh,Rural,Female,Secondary and Higher Secondary,Government,20.9,26.9426947122
Ladakh,Rural,Female,Secondary and Higher Secondary,Private aided,0.8,26.9426947122
Ladakh,Rural,Female,Secondary and Higher Secondary,Private Unaided,4.1,26.9426947122
Ladakh,Rural,Female,Upper Primary,Government,14.5,26.9426947122
Ladakh,Rural,Female,Upper Primary,Private aided,1.1,26.9426947122
Ladakh,Rural,Female,Upper Primary,Private Unaided,4.0,26.9426947122
Ladakh,Rural,Male,Diploma/Certificate below graduate level,Government,2.0,37.4540747426
Ladakh,Rural,Male,Diploma/Certificate below graduate level,Private aided,0.0,37.4540747426
Ladakh,Rural,Male,Diploma/Certificate below graduate level,Private Unaided,0.2,37.4540747426
Ladakh,Rural,Male,Graduate and above level including diploma,Government,11.7,37.4540747426
Ladakh,Rural,Male,Graduate and above level including diploma,Private aided,0.2,37.4540747426
Ladakh,Rural,Male,Graduate and above level including diploma,Private Unaided,0.4,37.4540747426
Ladakh,Rural,Male,Pre-Primary,Government,2.3,37.4540747426
Ladakh,Rural,Male,Pre-Primary,Private aided,0.0,37.4540747426
Ladakh,Rural,Male,Pre-Primary,Private Unaided,1.6,37.4540747426
Ladakh,Rural,Male,Primary,Government,22.0,37.4540747426
Ladakh,Rural,Male,Primary,Private aided,3.9,37.4540747426
Ladakh,Rural,Male,Primary,Private Unaided,14.0,37.4540747426
Ladakh,Rural,Male,Secondary and Higher Secondary,Government,20.0,37.4540747426
Ladakh,Rural,Male,Secondary and Higher Secondary,Private aided,1.5,37.4540747426
Ladakh,Rural,Male,Secondary and Higher Secondary,Private Unaided,2.9,37.4540747426
Ladakh,Rural,Male,Upper Primary,Government,12.2,37.4540747426
Ladakh,Rural,Male,Upper Primary,Private aided,1.6,37.4540747426
Ladakh,Rural,Male,Upper Primary,Private Unaided,3.4,37.4540747426
Ladakh,Rural,Persons,Diploma/Certificate below graduate level,Government,1.7,64.3967694547
Ladakh,Rural,Persons,Diploma/Certificate below graduate level,Private aided,0.0,64.3967694547
Ladakh,Rural,Persons,Diploma/Certificate below graduate level,Private Unaided,0.2,64.3967694547
Ladakh,Rural,Persons,Graduate and above level including diploma,Government,11.7,64.3967694547
Ladakh,Rural,Persons,Graduate and above level including diploma,Private aided,0.2,64.3967694547
Ladakh,Rural,Persons,Graduate and above level including diploma,Private Unaided,0.5,64.3967694547
Ladakh,Rural,Persons,Pre-Primary,Government,2.0,64.3967694547
Ladakh,Rural,Persons,Pre-Primary,Private aided,0.4,64.3967694547
Ladakh,Rural,Persons,Pre-Primary,Private Unaided,1.9,64.3967694547
Ladakh,Rural,Persons,Primary,Government,22.4,64.3967694547
Ladakh,Rural,Persons,Primary,Private aided,3.6,64.3967694547
Ladakh,Rural,Persons,Primary,Private Unaided,12.0,64.3967694547
Ladakh,Rural,Persons,Secondary and Higher Secondary,Government,20.4,64.3967694547
Ladakh,Rural,Persons,Secondary and Higher Secondary,Private aided,1.2,64.3967694547
Ladakh,Rural,Persons,Secondary and Higher Secondary,Private Unaided,3.4,64.3967694547
Ladakh,Rural,Persons,Upper Primary,Government,13.2,64.3967694547
Ladakh,Rural,Persons,Upper Primary,Private aided,1.4,64.3967694547
Ladakh,Rural,Persons,Upper Primary,Private Unaided,3.7,64.3967694547
Ladakh,Total,Female,Diploma/Certificate below graduate level,Government,1.5,42.3201048025
Ladakh,Total,Female,Diploma/Certificate below graduate level,Private aided,0.0,42.3201048025
Ladakh,Total,Female,Diploma/Certificate below graduate level,Private Unaided,0.2,42.3201048025
Ladakh,Total,Female,Graduate and above level including diploma,Government,12.9,42.3201048025
Ladakh,Total,Female,Graduate and above level including diploma,Private aided,0.4,42.3201048025
Ladakh,Total,Female,Graduate and above level including diploma,Private Unaided,0.9,42.3201048025
Ladakh,Total,Female,Pre-Primary,Government,1.6,42.3201048025
Ladakh,Total,Female,Pre-Primary,Private aided,1.1,42.3201048025
Ladakh,Total,Female,Pre-Primary,Private Unaided,2.9,42.3201048025
Ladakh,Total,Female,Primary,Government,19.5,42.3201048025
Ladakh,Total,Female,Primary,Private aided,4.1,42.3201048025
Ladakh,Total,Female,Primary,Private Unaided,11.0,42.3201048025
Ladakh,Total,Female,Secondary and Higher Secondary,Government,18.6,42.3201048025
Ladakh,Total,Female,Secondary and Higher Secondary,Private aided,1.2,42.3201048025
Ladakh,Total,Female,Secondary and Higher Secondary,Private Unaided,5.2,42.3201048025
Ladakh,Total,Female,Upper Primary,Government,12.0,42.3201048025
Ladakh,Total,Female,Upper Primary,Private aided,1.7,42.3201048025
Ladakh,Total,Female,Upper Primary,Private Unaided,5.2,42.3201048025
Ladakh,Total,Male,Diploma/Certificate below graduate level,Government,1.7,57.6297034391
Ladakh,Total,Male,Diploma/Certificate below graduate level,Private aided,0.1,57.6297034391
Ladakh,Total,Male,Diploma/Certificate below graduate level,Private Unaided,0.2,57.6297034391
Ladakh,Total,Male,Graduate and above level including diploma,Government,12.6,57.6297034391
Ladakh,Total,Male,Graduate and above level including diploma,Private aided,0.3,57.6297034391
Ladakh,Total,Male,Graduate and above level including diploma,Private Unaided,0.4,57.6297034391
Ladakh,Total,Male,Pre-Primary,Government,2.1,57.6297034391
Ladakh,Total,Male,Pre-Primary,Private aided,0.4,57.6297034391
Ladakh,Total,Male,Pre-Primary,Private Unaided,2.2,57.6297034391
Ladakh,Total,Male,Primary,Government,18.4,57.6297034391
Ladakh,Total,Male,Primary,Private aided,4.2,57.6297034391
Ladakh,Total,Male,Primary,Private Unaided,15.8,57.6297034391
Ladakh,Total,Male,Secondary and Higher Secondary,Government,18.6,57.6297034391
Ladakh,Total,Male,Secondary and Higher Secondary,Private aided,1.9,57.6297034391
Ladakh,Total,Male,Secondary and Higher Secondary,Private Unaided,4.1,57.6297034391
Ladakh,Total,Male,Upper Primary,Government,10.6,57.6297034391
Ladakh,Total,Male,Upper Primary,Private aided,1.7,57.6297034391
Ladakh,Total,Male,Upper Primary,Private Unaided,4.6,57.6297034391
Ladakh,Total,Persons,Diploma/Certificate below graduate level,Government,1.6,99.9498082416
Ladakh,Total,Persons,Diploma/Certificate below graduate level,Private aided,0.0,99.9498082416
Ladakh,Total,Persons,Diploma/Certificate below graduate level,Private Unaided,0.2,99.9498082416
Ladakh,Total,Persons,Graduate and above level including diploma,Government,12.7,99.9498082416
Ladakh,Total,Persons,Graduate and above level including diploma,Private aided,0.3,99.9498082416
Ladakh,Total,Persons,Graduate and above level including diploma,Private Unaided,0.6,99.9498082416
Ladakh,Total,Persons,Pre-Primary,Government,1.9,99.9498082416
Ladakh,Total,Persons,Pre-Primary,Private aided,0.7,99.9498082416
Ladakh,Total,Persons,Pre-Primary,Private Unaided,2.5,99.9498082416
Ladakh,Total,Persons,Primary,Government,18.8,99.9498082416
Ladakh,Total,Persons,Primary,Private aided,4.1,99.9498082416
Ladakh,Total,Persons,Primary,Private Unaided,13.7,99.9498082416
Ladakh,Total,Persons,Secondary and Higher Secondary,Government,18.6,99.9498082416
Ladakh,Total,Persons,Secondary and Higher Secondary,Private aided,1.6,99.9498082416
Ladakh,Total,Persons,Secondary and Higher Secondary,Private Unaided,4.6,99.9498082416
Ladakh,Total,Persons,Upper Primary,Government,11.2,99.9498082416
Ladakh,Total,Persons,Upper Primary,Private aided,1.7,99.9498082416
Ladakh,Total,Persons,Upper Primary,Private Unaided,4.9,99.9498082416
Ladakh,Urban,Female,Diploma/Certificate below graduate level,Government,2.0,14.0697949635
Ladakh,Urban,Female,Diploma/Certificate below graduate level,Private aided,0.0,14.0697949635
Ladakh,Urban,Female,Diploma/Certificate below graduate level,Private Unaided,0.1,14.0697949635
Ladakh,Urban,Female,Graduate and above level including diploma,Government,17.5,14.0697949635
Ladakh,Urban,Female,Graduate and above level including diploma,Private aided,1.2,14.0697949635
Ladakh,Urban,Female,Graduate and above level including diploma,Private Unaided,1.6,14.0697949635
Ladakh,Urban,Female,Pre-Primary,Government,1.5,14.0697949635
Ladakh,Urban,Female,Pre-Primary,Private aided,1.7,14.0697949635
Ladakh,Urban,Female,Pre-Primary,Private Unaided,5.1,14.0697949635
Ladakh,Urban,Female,Primary,Government,7.1,14.0697949635
Ladakh,Urban,Female,Primary,Private aided,7.3,14.0697949635
Ladakh,Urban,Female,Primary,Private Unaided,16.6,14.0697949635
Ladakh,Urban,Female,Secondary and Higher Secondary,Government,10.1,14.0697949635
Ladakh,Urban,Female,Secondary and Higher Secondary,Private aided,2.8,14.0697949635
Ladakh,Urban,Female,Secondary and Higher Secondary,Private Unaided,9.2,14.0697949635
Ladakh,Urban,Female,Upper Primary,Government,2.7,14.0697949635
Ladakh,Urban,Female,Upper Primary,Private aided,3.8,14.0697949635
Ladakh,Urban,Female,Upper Primary,Private Unaided,9.7,14.0697949635
Ladakh,Urban,Male,Diploma/Certificate below graduate level,Government,0.7,18.5670721726
Ladakh,Urban,Male,Diploma/Certificate below graduate level,Private aided,0.2,18.5670721726
Ladakh,Urban,Male,Diploma/Certificate below graduate level,Private Unaided,0.4,18.5670721726
Ladakh,Urban,Male,Graduate and above level including diploma,Government,15.6,18.5670721726
Ladakh,Urban,Male,Graduate and above level including diploma,Private aided,0.5,18.5670721726
Ladakh,Urban,Male,Graduate and above level including diploma,Private Unaided,0.7,18.5670721726
Ladakh,Urban,Male,Pre-Primary,Government,1.0,18.5670721726
Ladakh,Urban,Male,Pre-Primary,Private aided,1.7,18.5670721726
Ladakh,Urban,Male,Pre-Primary,Private Unaided,4.1,18.5670721726
Ladakh,Urban,Male,Primary,Government,5.3,18.5670721726
Ladakh,Urban,Male,Primary,Private aided,5.5,18.5670721726
Ladakh,Urban,Male,Primary,Private Unaided,22.5,18.5670721726
Ladakh,Urban,Male,Secondary and Higher Secondary,Government,13.4,18.5670721726
Ladakh,Urban,Male,Secondary and Higher Secondary,Private aided,3.4,18.5670721726
Ladakh,Urban,Male,Secondary and Higher Secondary,Private Unaided,8.5,18.5670721726
Ladakh,Urban,Male,Upper Primary,Government,5.2,18.5670721726
Ladakh,Urban,Male,Upper Primary,Private aided,2.2,18.5670721726
Ladakh,Urban,Male,Upper Primary,Private Unaided,9.1,18.5670721726
Ladakh,Urban,Persons,Diploma/Certificate below graduate level,Government,1.3,32.6368671361
Ladakh,Urban,Persons,Diploma/Certificate below graduate level,Private aided,0.1,32.6368671361
Ladakh,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.3,32.6368671361
Ladakh,Urban,Persons,Graduate and above level including diploma,Government,16.4,32.6368671361
Ladakh,Urban,Persons,Graduate and above level including diploma,Private aided,0.8,32.6368671361
Ladakh,Urban,Persons,Graduate and above level including diploma,Private Unaided,1.1,32.6368671361
Ladakh,Urban,Persons,Pre-Primary,Government,1.2,32.6368671361
Ladakh,Urban,Persons,Pre-Primary,Private aided,1.7,32.6368671361
Ladakh,Urban,Persons,Pre-Primary,Private Unaided,4.5,32.6368671361
Ladakh,Urban,Persons,Primary,Government,6.0,32.6368671361
Ladakh,Urban,Persons,Primary,Private aided,6.3,32.6368671361
Ladakh,Urban,Persons,Primary,Private Unaided,20.0,32.6368671361
Ladakh,Urban,Persons,Secondary and Higher Secondary,Government,12.0,32.6368671361
Ladakh,Urban,Persons,Secondary and Higher Secondary,Private aided,3.1,32.6368671361
Ladakh,Urban,Persons,Secondary and Higher Secondary,Private Unaided,8.8,32.6368671361
Ladakh,Urban,Persons,Upper Primary,Government,4.1,32.6368671361
Ladakh,Urban,Persons,Upper Primary,Private aided,2.9,32.6368671361
Ladakh,Urban,Persons,Upper Primary,Private Unaided,9.4,32.6368671361
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Diploma/Certificate below graduate level,Government,0.1248022668,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Diploma/Certificate below graduate level,Private aided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Diploma/Certificate below graduate level,Private Unaided,0.0751977332,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Graduate and above level including diploma,Government,2.7282493532,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Graduate and above level including diploma,Private aided,0.0744068005,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Graduate and above level including diploma,Private Unaided,0.0248022668,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Pre-Primary,Government,3.7598866576,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Pre-Primary,Private aided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Pre-Primary,Private Unaided,0.4496045337,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Primary,Government,22.3012985093,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Primary,Private aided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Primary,Private Unaided,7.4805100407,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Secondary and Higher Secondary,Government,30.4997166441,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Secondary and Higher Secondary,Private aided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Secondary and Higher Secondary,Private Unaided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Upper Primary,Government,31.4886435875,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Upper Primary,Private aided,0.0,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Female,Upper Primary,Private Unaided,0.9432770728,101.0
The Dadra And Nagar Haveli And Daman And Diu,Rural,Male,Diploma/Certificate below graduate level,Government,0.9968362696,135.0
